currentValue,tokenAddr,decimals
0x1ec1,0x1ec10eab27b76968cd8b854914cc6eb9f886ce27,8
0x2ee6,0x2ee6d1a3ba4e80a61bdfb48a90d40a5cef455326,8
BAS,0x2a05d22db079bc40c2f77a1d1ff703a56e631cc1,8
SHNZ,0x8b0c9f462c239c963d8760105cbc935c63d85680,8
0xb832,0xb8327f32127afe37a544c52b628653e222a93bad,18
0x0fcf,0x0fcf5c6b20577d48ba209e077975b9f2eac55798,5
0x3e01,0x3e01b9ea9db8f17ab1825d848b2f2e04f57caf09,18
0x2eb4,0x2eb43a32a1759a07cfb7b42458accd3350b416a9,18
0x46b9,0x46b9ad944d1059450da1163511069c718f699d31,6
0xd4cf,0xd4cffeef10f60eca581b5e1146b5aca4194a4c3b,18
0xca0e,0xca0e7269600d353f70b14ad118a49575455c0f2f,18
0x122a,0x122a86b5dff2d085afb49600b4cd7375d0d94a5f,8
0x6888,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,18
0x5c74,0x5c743a35e903f6c584514ec617acee0611cf44f3,18
0x358d,0x358d12436080a01a16f711014610f8a4c2c2d233,18
AST,0x27054b13b1b798b345b591a4d22e6562d47ea75a,4
AION,0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466,8
FUN,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,8
0x88c8,0x88c839d62e9d9e21c7ac3af62f1be4fb62c5ac29,18
0x09d8,0x09d8b66c48424324b25754a873e290cae5dca439,18
0x3618,0x3618516f45cd3c913f81f9987af41077932bc40d,8
EBCH,0xafc39788c51f0c1ff7b55317f3e70299e521fff6,8
SCT,0x63b992e6246d88f07fc35a056d2c365e6d441a3d,18
0x9595,0x959529102cfde07b1196bd27adedc196d75f84f6,0
0xb8d8,0xb8d8a92cafaf6c055bce8e53405d90be96d1a677,8
0x08d3,0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6,0
0xaa4a,0xaa4ab1c817e4df7d25ce4d42352649d592a3bba0,18
0x2ccb,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1,8
FDX,0x52a7cb918c11a16958be40cba7e31e32a499a465,18
TKN,0xaaaf91d9b90df800df4f55c205fd6989c977e73a,8
1ST,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,18
DATA,0x0cf0ee63788a0849fe5297f3407f701e122cc023,18
0xcbf0,0xcbf0bcfd862b1322820e01cda064a0684e929d4f,4
XMRG,0x0f598112679b78e17a4a9febc83703710d33489c,8
0x98bd,0x98bde3a768401260e7025faf9947ef1b81295519,18
BCPT,0x1c4481750daa5ff521a2a7490d9981ed46465dbd,18
0x22d5,0x22d583f97c600978a160885172703c750a5209be,8
PT,0x66497a283e0a007ba3974e837784c6ae323447de,18
BITS,0xb72627650f1149ea5e54834b2f468e5d430e67bf,8
BTCM,0xa9aad2dc3a8315caeee5f458b1d8edc31d8467bd,18
AMM,0x8b1f49491477e0fb46a29fef53f1ea320d13c349,6
0x5f2e,0x5f2ec9cf1ec1c0e2c880b6584921e812a4225395,8
VIU,0x519475b31653e46d20cd09f9fdcf3b12bdacb4f5,18
0x92e5,0x92e52a1a235d9a103d970901066ce910aacefd37,8
EALP,0x37256d58e298cacaa82aa0527d56521f1b19e1f5,18
0xfa1a,0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab,18
0x7058,0x7058f2ae7c1cfda824c39004253c27e2f6d0f1f9,18
0x5b70,0x5b7093fe2491dfb058c94bcd62a1cd4d822f884c,18
CAS,0xbb1b3e8ddded8165d58b0c192d19cd360682b170,2
10MT,0xe701cd3329057aea9d54300ddd05e41b8d74727a,10
0xb63a,0xb63ab8e276e081b9079c3ae520c58061fa4acb45,18
PAYX,0x62a56a4a2ef4d355d34d10fbf837e747504d38d4,2
0xea5f,0xea5f88e54d982cbb0c441cde4e79bc305e5b43bc,18
HGT,0xba2184520a1cc49a6159c57e61e1844e085615b6,8
BTCS,0xd96b9fd7586d9ea24c950d24399be4fb65372fdd,18
RARE,0x5ddab66da218fb05dfeda07f1afc4ea0738ee234,8
EDU,0x5b26c5d0772e5bbac8b3182ae9a13f9bb2d03765,8
0xa8d9,0xa8d9fa245b15bda174ad51e8d02f13539430cf31,18
0x9aa9,0x9aa9f330ab322e8a6f044c46a109b5910fa373ce,18
0xce85,0xce853db3359326db6d03981c9fb42983bbcdd007,2
BTCQ,0xd7aa94f17d60be06414973a45ffa77efd6443f0f,8
0xb810,0xb810ad9007e4f2d9aab2e7181a0385d02437ea6e,18
0x865e,0x865e3707a580f9db89304005cddd050ade8873eb,18
0x254f,0x254f91949d4f57b22392ba0278069cf5a9105f05,6
STU,0x0371a82e4a9d0a4312f3ee2ac9c6958512891372,18
0x9992,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,18
WABI,0x286bda1413a2df81731d4930ce2f862a35a609fe,18
ACE,0x06147110022b768ba8f99a8f385df11a151a9cc8,0
CDT,0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af,18
STAR,0xf70a642bd387f94380ffb90451c2c81d4eb82cbc,18
LCT,0x05c7065d644096a4e4c3fe24af86e36de021074b,18
ETHB,0x3a26746ddb79b1b8e4450e3f4ffe3285a307387e,8
0x17c4,0x17c432e543952f950e8cb05dd5107efe6864d1de,0
LINK,0x514910771af9ca656af840dff83e8264ecf986ca,18
SDRN,0x73b534fb6f07381a29a60b01eed5ae57d4ee24d7,18
VEE,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,18
0x2add,0x2add07c4d319a1211ed6362d8d0fbe5ef56b65f6,18
SNT,0x744d70fdbe2ba4cf95131626614a1763df805b9e,18
GOAL,0x7b69b78cc7fee48202c208609ae6d1f78ce42e13,18
0x225b,0x225b1116b67e4b8069cb12962e1e3bd1fb26af57,8
LUM,0xa89b5934863447f6e4fc53b315a93e873bda69a3,18
0x6871,0x687174f8c49ceb7729d925c3a961507ea4ac7b28,18
BNB,0xb8c77482e45f1f44de1745f52c74426c631bdd52,18
AMB,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,18
VOISE,0x83eea00d838f92dec4d1475697b9f4d3537b56e3,8
R,0x48f775efbe4f5ece6e0df2f7b5932df56823b990,0
DRP2,0x22c10728343e9d49ef25080f74a223878a3d4052,8
0x1d46,0x1d462414fe14cf489c7a21cac78509f4bf8cd7c0,6
PPP,0xc42209accc14029c1012fb5680d95fbd6036e2a0,18
PPT,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,8
DENT,0x3597bfd533a99c9aa083587b074434e61eb0a258,8
0x4cf4,0x4cf488387f035ff08c371515562cba712f9015d4,18
0xfd10,0xfd107b473ab90e8fbd89872144a3dc92c40fa8c9,18
0x3883,0x3883f5e181fccaf8410fa61e12b59bad963fb645,18
0x3635,0x3635e381c67252405c1c0e550973155832d5e490,18
0xc148,0xc14830e53aa344e8c14603a91229a0b925b0b262,8
0x05f4,0x05f4a42e251f2d52b8ed15e9fedaacfcef1fad27,12
BZX,0x70838403ecc194b73e50b70a177b2ef413a2f421,18
0x8d60,0x8d60a9dd4013183a1f5ee7bf5d84e7fe34ce08d6,18
0x910d,0x910dfc18d6ea3d6a7124a6f8b5458f281060fa4c,18
NIO,0x5554e04e76533e1d14c52f05beef6c9d329e1e30,0
REQ,0x8f8221afbb33998d8584a2b05749ba73c37a938a,18
IETH,0x859a9c0b44cb7066d956a958b0b82e54c9e44b4b,8
ZAP,0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,18
RCN,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,18
ENJ,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,18
CS,0x12a35383ca24ceb44cdcbbecbeb7baccb5f3754a,6
0xbf18,0xbf18f246b9301f231e9561b35a3879769bb46375,18
0x5732,0x5732046a883704404f284ce41ffadd5b007fd668,18
0x7b05,0x7b05a9901a06e77a8462a5f532f388ad406c78c4,18
0x68d5,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,18
ECASH,0x5d21ef5f25a985380b65c8e943a0082feda0db84,18
0x587c,0x587c549c4113127340ac0f5e996cab7a4f35bb49,8
0x622d,0x622dffcc4e83c64ba959530a5a5580687a57581b,18
JWT,0x0b24fdf35876bbe2a1cc925321b8c301017474d4,18
0xe531,0xe531642e9bb5d027e9c20e03284287b97919a9a5,8
Ripple Track,0xe9f05c55f3e20a77dde6cb2edfd69083fa23d6b8,18
ICN,0x888666ca69e0f178ded6d75b5726cee99a87d698,18
EDO,0xced4e93198734ddaff8492d525bd258d49eb388e,18
LRC,0xef68e7c694f40c8202821edf525de3782458639f,18
EVX,0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,4
OAX,0x701c244b988a513c945973defa05de933b23fe1d,18
0x1f21,0x1f21d8395655fb262251897df7cb3c9358bec6a2,8
0x40b0,0x40b04166871d9956f5f261d76d349da8d07f82c3,18
Litecoin Tra,0xcbb4b124bb101b49dec56413ea16cf85d7302bcf,18
SGR,0xcb5a05bef3257613e984c17dbcf039952b6d883f,8
0xe8fc,0xe8fc7e1973496848fcb486c5bb880f68487ea0bb,8
0x4ac0,0x4ac00f287f36a6aad655281fe1ca6798c9cb727b,18
0xbc86,0xbc86727e770de68b1060c91f6bb6945c73e10388,18
0x3fd8,0x3fd8f39a962efda04956981c31ab89fab5fb8bc8,18
LCC,0x9c3a2334d8d7a8b9013c0e572a5bbdfc2fc69063,18
PRG,0x7728dfef5abd468669eb7f9b48a7f70a501ed29d,6
0x12fb,0x12fb5d5802c3b284761d76c3e723ea913877afba,18
0xba9d,0xba9d4199fab4f26efe3551d490e3821486f135ba,8
0xafd8,0xafd8f91c4d7c2e3240f4154a1c596048035eb63c,18
0x6b14,0x6b14c373c24556165002a00cba4174fd96fe28f0,8
ETG,0x28c8d01ff633ea9cd8fc6a451d7457889e698de6,0
0xbc79,0xbc7942054f77b82e8a71ace170e4b00ebae67eb6,18
0x4df4,0x4df47b4969b2911c966506e3592c41389493953b,18
0xc8a8,0xc8a8d2a81cc86b95beb04e5a320d7e53f3c627dd,8
0x9376,0x93765bd8e354192749e40088b3ce765e6e1824c9,6
BTH,0xd5b9a2737c9b2ff35ecb23b884eb039303bbbb61,18
RLC,0x607f4c5bb672230e8672085532f7e901544a7375,9
0x24a7,0x24a77c1f17c547105e14813e517be06b0040aa76,18
AI,0x5121e348e897daef1eef23959ab290e5557cf274,18
0x1bee,0x1beef31946fbbb40b877a72e4ae04a8d1a5cee06,18
0x8b35,0x8b353021189375591723e7384262f45709a3c3dc,18
CASH,0xa8f93faee440644f89059a2c88bdc9bf3be5e2ea,18
BALI,0x013a06558f07d9e6f9a00c95a33f3a0e0255176b,18
0x9ada,0x9adaba9ffda15e3a043c907d390f645147eb532a,18
0xc559,0xc5594d84b996a68326d89fb35e4b89b3323ef37d,18
RCT,0xd6e49800decb64c0e195f791348c1e87a5864fd7,9
CHUCK,0x9c23a568a32e8434ec88bdf60891a1d95ffd36cc,4
NIMFA,0xe26517a9967299453d3f1b48aa005e6127e67210,18
RIPT,0xdd007278b667f6bef52fd0a4c23604aa1f96039a,8
MCO,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,8
0x5ab4,0x5ab468e962637e4eecd6660f61b5b4a609e66e13,18
0x7cde,0x7cdec53fe4770729dac314756c10e2f37b8d2b2f,8
SOCIAL,0xef25e54e1ae9bfd966b9b5cde6880e7a2323a957,18
0xf833,0xf83301c5cd1ccbb86f466a6b3c53316ed2f8465a,6
0xf26e,0xf26ef5e0545384b7dcc0f297f2674189586830df,18
BCD,0x660b612ec57754d949ac1a09d0c2937a010dee05,6
TSS,0x28481cdc0e4fa79164491d47e8837edeb3993f20,18
OHNI,0x7f2176ceb16dcb648dc924eff617c3dc2befd30d,0
0x81f8,0x81f89694ac96fefd794cb2c8526d2bd8da74b1fb,18
0x05d3,0x05d379b48a8622ae4018309e116420db4a38a225,18
0x9288,0x9288341f4537870fc0069087a44623ff50bdb21d,8
0x168c,0x168c00509e48a605079a17be93f85334ac953ba4,6
SWFTC,0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,8
0x4794,0x4794b28f59533c52d99028e06878ae7d1e4d1802,2
PNKOLD,0x3485b9566097ad656c70d6ebbd1cd044e2e72d05,0
0x8713,0x8713d26637cf49e1b6b4a7ce57106aabc9325343,18
JADE,0xa6e7172662379f1f4c72108655869abdbb7f7672,5
0x2a09,0x2a093bcf0c98ef744bb6f69d74f2f85605324290,8
0x6b83,0x6b834f43b7f5a1644e0c81caa0246969da23105e,18
NMR,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,18
MVT,0x3d46454212c61ecb7b31248047fa033120b88668,18
0x9e96,0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c,18
0x940d73c,0x940d73c91db9f82440702f6cc8323a8c60583777,18
0xe6efd46,0xe6efd46eb6cdd73a7fe1e760fa0c25a299755a4b,8
0x1c83501,0x1c83501478f1320977047008496dacbd60bb15ef,18
0xa089273,0xa089273724e07644da9739a708e544800d925115,18
0x7ea4c29,0x7ea4c29d3d37f9b259be610b67b3125c4d095d02,18
0x7f1e2c7,0x7f1e2c7d6a69bf34824d72c53b4550e895c0d8c2,8
0x814cafd,0x814cafd4782d2e728170fda68257983f03321c58,0
0x87611ca,0x87611ca3403a3878dfef0da2a786e209abfc1eff,8
0x877fb81,0x877fb817d5de492d20ec3190a812f6430e8faeba,18
0x887834d,0x887834d3b8d450b6bab109c252df3da286d73ce4,18
0x9e6b2b1,0x9e6b2b11542f2bc52f3029077ace37e8fd838d7f,8
0x90c88cc,0x90c88ccd74e57e016acae8ad1eaa12ecf4c06f33,18
0x91126cf,0x91126cfa7db2983527b0b749cc8a61fdeffedc28,16
0x936f78b,0x936f78b9852d12f5cb93177c1f84fb8513d06263,undefined
0x9375b73,0x9375b738083101617f0642d7dbeaa89e361545e3,0
0x94ffb55,0x94ffb55ce68231c5966ea8dab16a8f066846513f,18
0xa86a0da,0xa86a0da9d05d0771955df05b44ca120661af16de,18
0xb236e24,0xb236e2477b8ed34b203b60e2b88884ee5b31a3c3,8
0xff18dbc,0xff18dbc487b4c2e3222d115952babfda8ba52f5f,18
0x6733d90,0x6733d909e10ddedb8d6181b213de32a30ceac7ed,18
0x68db10e,0x68db10ecc599d9f5e657acdafdbf6449d658bb2d,undefined
0x6978685,0x69786859bc92e0ca82fcfe1bffc502b7bea6a069,4
0x6b0611c,0x6b0611c65b53e72429d799ed512d0da123ac0fb9,8
0x6d5cac3,0x6d5cac36c1ae39f41d52393b7a425d0a610ad9f2,8
0x71f1bc8,0x71f1bc89f38b241f3ebf0d5a013fa2850c63a1d4,8
0x7259fdd,0x7259fddca8d5f0184b3b12aa7e8401964b703a4f,3
0x73dd069,0x73dd069c299a5d691e9836243bcaec9c8c1d8734,8
0x767ba29,0x767ba2915ec344015a7938e3eedfec2785195d05,18
0x7848ae8,0x7848ae8f19671dc05966dafbefbbbb0308bdfabd,undefined
0x7c32db0,0x7c32db0645a259fae61353c1f891151a2e7f8c1e,18
0x84c2c31,0x84c2c31c04339c9938adfe3f8013315c8906f071,18
0x895f5d0,0x895f5d0b8456b980786656a33f21642807d1471c,8
0x8c01ada,0x8c01ada8e708993a891d57d1b3169479a20acb3a,18
0x85a7c57,0x85a7c57a4068280dd1166089a18acf35b4ba11e2,18
0x8f070b1,0x8f070b17dd3953634e9e9c174d0f05396f681bc1,18
0x90b1b77,0x90b1b771d0814d607da104b988efa39288219d62,18
0x9397554,0x9397554c07f687b7a20d13c73350cc283765d509,18
0x93e24ce,0x93e24ce396a9e7d7de4a5bc616cf5fcab0476626,8
0x9501bfc,0x9501bfc48897dceeadf73113ef635d2ff7ee4b97,undefined
0xa017ac5,0xa017ac5fac5941f95010b12570b812c974469c2c,18
0xa119f0f,0xa119f0f5fd06ebadff8883c0f3c40b2d22e7a44f,8
0xa0aa85b,0xa0aa85b54f8a7b09c845f13a09172b08925f3d54,18
0xa4ff5ce,0xa4ff5ce0556f9ff0797ae525ec5ba9b723878a3e,18
0xa5f8fc0,0xa5f8fc0921880cb7342368bd128eb8050442b1a1,18
0xa5fd1a7,0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7,undefined
0xa966616,0xa9666166d3c7fd15e874801f99e9ad5bfb70c5cf,18
0xae616e7,0xae616e72d3d89e847f74e8ace41ca68bbf56af79,6
0xafe6051,0xafe60511341a37488de25bef351952562e31fcc1,8
0xb2bfeb7,0xb2bfeb70b903f1baac7f2ba2c62934c7e5b974c4,8
0xb802b24,0xb802b24e0637c2b87d2e8b7784c055bbe921011a,2
0xba71b32,0xba71b32e71a41339aa4ceaa79528535aefe488d8,0
0xc3972ac,0xc3972ac283b3a7a56125674631a5c254f7f373cf,undefined
0xce831af,0xce831af117375e6286eb3c46d696ee3dbf4f4f50,2
0xab6cf87,0xab6cf87a50f17d7f5e1feaf81b6fe9ffbe8ebf84,18
0xd080085,0xd0800859d6f4bc0210b7807e770bc44a9ece7372,18
0xedf2d3e,0xedf2d3e5fb70ead2e6d8fe96845a5e59d52d2044,12
0x0b1724c,0x0b1724cc9fda0186911ef6a75949e9c0d3f0f2f3,8
0x1d9e20e,0x1d9e20e581a5468644fe74ccb6a46278ef377f9e,8
0xce5c603,0xce5c603c78d047ef43032e96b5b785324f753a4f,2
0xdd6bf56,0xdd6bf56ca2ada24c683fac50e37783e55b57af9f,undefined
0xef2e996,0xef2e9966eb61bb494e5375d5df8d67b7db8a780d,0
0xfdde51f,0xfdde51fdfca83be086d6da0ba303fc68db15c5f4,6
0x025abad,0x025abad9e518516fdaafbdcdb9701b37fb7ef0fa,0
0x0af44e2,0x0af44e2784637218dd1d32a322d44e603a8f0c6a,18
0x123ab19,0x123ab195dd38b1b40510d467a6a359b201af056f,8
0x1eab19e,0x1eab19e6623e8cbcafc252e275f5b51c27656faf,8
0x278f5d8,0x278f5d89c85a4ac8aaa39e08444212cbb2546fd2,18
0x33b7a01,0x33b7a018934c6e90fd63189d7c4517f0f776142f,10
0xa701122,0xa701122c1b67220a8b6883d03c8ad67896b12466,8
0xae4191a,0xae4191a7eb25713ac90483ea75828ae8038f94dc,18
0xb45a505,0xb45a50545beeab73f38f31e5973768c421805e5e,18
0xb4f5438,0xb4f5438c3c2a682da351ab6b57edc8530efd67be,4
0xb518d16,0xb518d165398d9057ea8b73096edda5c7754bcd62,18
0xbf4a292,0xbf4a29269bf3a5c351c2af3a9c9ed81b07129ce4,18
0xbfd4a3c,0xbfd4a3c26996dfc9e85a951eb615aac3b84c758b,0
0xc0c2ee1,0xc0c2ee1ce1fed8f6e2764363a36db3dd4cf10022,2
0xc324a2f,0xc324a2f6b05880503444451b8b27e6f9e63287cb,18
0xc3951d7,0xc3951d77737733174152532e8b0f27e2c4e9f0dc,6
0xdc0c222,0xdc0c22285b61405aae01cba2530b6dd5cd328da7,6
0xdded69d,0xdded69d8e28d38d640f6244ab5294f309fd40ce1,8
0xdfe2bd1,0xdfe2bd1d3dcbb97804acf3ee85230e832c4a7b5d,18
0xe755f2f,0xe755f2fa95e47c5588c3037dd38e1268fa5fcecd,18
0xe94327d,0xe94327d07fc17907b4db788e5adf2ed424addff6,18
0xd286603,0xd286603e0f5de621b510a36c78c7616c015656f2,18
0xf4467ca,0xf4467cae19c5a53b9fdcd4ded678826805aa1927,8
0x26d5bd2,0x26d5bd2dfeda983ecd6c39899e69dae6431dffbb,18
0xf94e44d,0xf94e44d8ea46ccd8451d7e15264c6c4a78d3e10f,18
0xfa2632a,0xfa2632a88bd0c11535a38f98a98db8251ccbaa9e,18
0xfb12e3c,0xfb12e3cca983b9f59d90912fd17f8d745a8b2953,0
0x08711d3,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c,0
0x111111f,0x111111f7e9b1fe072ade438f77e1ce861c7ee4e3,18
0xe30e02f,0xe30e02f049957e2a5907589e06ba646fb2c321ba,8
0x14f37b5,0x14f37b574242d366558db61f3335289a5035c506,3
0x164f64e,0x164f64ef2a44444743c5472fa68fb3784060d286,3
0x179a2e4,0x179a2e413386db620d5b89a18550a3874385f726,5
0x1fc52f1,0x1fc52f1abade452dd4674477d4711951700b3d27,undefined
0x289fe11,0x289fe11c6f46e28f9f1cfc72119aee92c1da50d0,18
0xc596bd0,0xc596bd09d652827b0106292d3e378d5938df4b12,18
0xc63e7b1,0xc63e7b1dece63a77ed7e4aeef5efb3b05c81438d,4
0xc7a4eb6,0xc7a4eb66f982cde71d872398e4d1fc5fc586cb9e,8
0xd230844,0xd2308446536a0bad028ab8c090d62e1ea2a51f24,0
0xe5a219d,0xe5a219d4db92a701e79b6e548803c8ce55138686,18
0x163733b,0x163733bcc28dbf26b41a8cfa83e369b5b3af741b,18
0xe8c5e94,0xe8c5e942b76099c0c6d78271bad3ca002fa7c531,undefined
0xee688d3,0xee688d34c1cc02fc81b2f3f05c489e05d4c0b6ba,1
0xf028ade,0xf028adee51533b1b47beaa890feb54a457f51e89,18
0xd4c435f,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,18
0x2001f2a,0x2001f2a0cf801ecfda622f6c28fb6e10d803d969,8
0xfb4752a,0xfb4752ad1b7153e1dbd2e6662651a11c7fc14083,8
0x0200412,0x0200412995f1bafef0d3f97c4e28ac2515ec1ece,18
0x089a6d8,0x089a6d83282fb8988a656189f1e7a73fa6c1cac2,18
0x10b123f,0x10b123fddde003243199aad03522065dc05827a0,undefined
0x2f5e044,0x2f5e044ad4adac34c8d8df738fac7743eda1409c,18
0x190e569,0x190e569be071f40c704e15825f285481cb74b6cc,12
0x1db1868,0x1db186898bccde66fa64a50e4d81078951a30dbe,18
0x222728c,0x222728c202e7164dfbd127181d46409338c4328e,18
0x22a3d74,0x22a3d74c363379189b6cc059d8fbd888e98df5ec,18
0x23cb17d,0x23cb17d7d079518dbff4febb6efcc0de58d8c984,16
0x468d58d,0x468d58d6a52249844a166d0ef045dbdd7ce0c751,18
0x268b797,0x268b7976e94e84a48bf8b2b57ba34b59ed836a74,8
0x33803ed,0x33803edf44a71b9579f54cd429b53b06c0eeab83,8
0x38c04d4,0x38c04d415f6740c7700185533a64b5f44cbf684c,18
0x415116b,0x415116bad878730f5db008ff381a73222128ad39,18
0x4470bb8,0x4470bb87d77b963a013db939be332f927f2b992e,4
0x4632091,0x4632091b0dd0e0902d1fe0534e16eb7b20328d70,18
0x46eec30,0x46eec301d2d00087145d1588282c182bd1890e5c,16
0x55e7c4a,0x55e7c4a77821d5c50b4570b08f9f92896a25e012,0
0x5cf4e9d,0x5cf4e9dfd975c52aa523fb5945a12235624923dc,0
0x5fb6a84,0x5fb6a842ea587fa8d0486589742ce68ef24834a4,18
0x614ea92,0x614ea929892ea43d3ea2c5e3311b01cc589bad6c,18
0xd65960f,0xd65960facb8e4a2dfcb2c2212cb2e44a02e2a57e,6
0xe25f097,0xe25f0974fea47682f6a7386e4217da70512ec997,18
0xf1d9139,0xf1d9139c6512452db91f25635457b844d7e22b8b,4
0xf2e51e3,0xf2e51e32d1f546423364a040ef1a6d2f05e31482,6
0xf4522ed,0xf4522eda455814d43b003bc1c38501b04d65cc4a,18
0xf7ae0da,0xf7ae0daa230bf3fb3c0e5e01e7a6e0a142c6cf7e,18
0xe256bb0,0xe256bb0b2a3457e54db3a41cf5a8b826aca222a8,18
0x1500205,0x1500205f50bf3fd976466d0662905c9ff254fc9c,4
0x18edc1b,0x18edc1b644839eed61c69e624e96bbd469a2ef52,18
0x2edc6fc,0x2edc6fcc641f0169d54abb842f96f701eae85e4e,18
0x3896874,0x38968746147bbaeb882f356ad9a57594bb158235,8
0x437cf0b,0x437cf0bf53634e3dfa5e3eaff3104004d50fb532,4
0x44830e5,0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9,8
0x2cfd4c1,0x2cfd4c10c075fa51649744245ec1d0aa3d567e23,8
0x4c382f8,0x4c382f8e09615ac86e08ce58266cc227e7d4d913,6
0x4d11061,0x4d11061ec8f401edc2395b5f439a05eee6ccfa50,18
0x4d829f8,0x4d829f8c92a6691c56300d020c9e0db984cfe2ba,18
0x4dfd2a1,0x4dfd2a190ece60e12977942c858a70644e4b18dd,2
0x4e8d979,0x4e8d979271cc2739d2bbd13b291faa3eb6df1504,18
0x580d697,0x580d69737e11cf2fb306c8fc0161b86f7c9f03ba,3
0x51ee826,0x51ee82641ac238bde34b9859f98f5f311d6e4954,8
0x540449e,0x540449e4d172cd9491c76320440cd74933d5691a,18
0x41104c8,0x41104c8d51a80d9e2969dc23256a352de4b0ec33,18
0x562952c,0x562952c749d05dca4cd004489a153c7ee7e58240,18
0x638ac14,0x638ac149ea8ef9a1286c41b977017aa7359e6cfa,undefined
0x8e10f6b,0x8e10f6bb9c973d61321c25a2b8d865825f4aa57b,18
0x9c1d13d,0x9c1d13d5a8fd4a8ac89917d31d40db454d1ee60b,18
0xc51c938,0xc51c938c4d513780c66c722a41c197d3a89fa9a8,8
0x4532100,0x45321004790a4dae7ba19217a10574d55739efc7,18
0x07d9e49,0x07d9e49ea402194bf48a8276dafb16e4ed633317,8
0x09debe7,0x09debe702678140c1be278213109719fab98d0d8,undefined
0xf62baa1,0xf62baa1997f04f165edd100d78241e07617f6ce6,18
0x4df812f,0x4df812f6064def1e5e029f1ca858777cc98d2d81,8
0x4e279d8,0x4e279d8638e8669fad40e018fc181d26ee780380,8
0x56e7f2c,0x56e7f2cd7d5382506aab084a67d70e603cdb23f7,8
0x57ad67a,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,undefined
0x59adcf1,0x59adcf176ed2f6788a41b8ea4c4904518e62b6a4,18
0x74ceda7,0x74ceda77281b339142a36817fa5f9e29412bab85,8
0x5f54c15,0x5f54c1512d036a0dd92744ee0a55ed183dde0484,18
0x8b9c35c,0x8b9c35c79af5319c70dd9a3e3850f368822ed64e,18
0x6b9e807,0x6b9e8076a536459303db301ba4430913a7f14c5a,undefined
0x6f1a769,0x6f1a769952c60b2d03f46419adeda91d87866dab,18
0x6f7a4ba,0x6f7a4bac3315b5082f793161a22e26666d22717f,18
0xac709fc,0xac709fcb44a43c35f0da4e3163b117a17f3770f5,18
0xfcb48fd,0xfcb48fdcc479b38068c06ee94249b1516adf09cb,5
0xca48ac4,0xca48ac42c9cd4ee98813af8945a1024868ee62de,18
0xcbcc0f0,0xcbcc0f036ed4788f63fc0fee32873d6a7487b908,8
0xe4c07f4,0xe4c07f4637df3a0354f9b42a1b3178dc573b8926,0
0xe691b7f,0xe691b7ff3c9fddb8c2437412208ee4816aba7258,18
0x0f5d2fb,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18
0xfdbc1ad,0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23,8
0x2c974b2,0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,18
0xe13ef25,0xe13ef257cf4d5df928ca11d230427c037666d466,undefined
0x6fff380,0x6fff3806bbac52a20e0d79bc538d527f6a22c96b,18
0x8183dc5,0x8183dc52ce1cff90eba453c4a450f3d2d98f0ee3,0
0x8508938,0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef,18
0x881ef48,0x881ef48211982d01e2cb7092c915e647cd40d85c,18
0x9b7593a,0x9b7593aae6b48d02668808c2dfbfc4bef35ef957,18
0x9e88613,0x9e88613418cf03dca54d6a2cf6ad934a78c7a17a,18
0xa54ddc7,0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970,18
0xa65ee5f,0xa65ee5fd259d94294c4ef030d1a62eeb465b9438,9
0xa8ba409,0xa8ba4095833a3f924d86cb3941099c1abb75ea13,undefined
0xb98d4c9,0xb98d4c97425d9908e66e53a6fdf673acca0be986,18
0xc4a8656,0xc4a86561cb0b7ea1214904f26e6d50fd357c7986,18
